-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,10,NULL,1,1,1,1,2,2,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,17030,17030,17030,8510,8510,NULL,64,64,0,50,50,0,14,14,0,1,53,46,0,121,18,Aaniiih Nakoda College,"Harlem, MT",NULL,1740,NULL
2,518,50,510,50,470,580,490,450,560,600,21,27,21,27,21,27,6,8,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,132,1,132,1,132,1,132,1,50,50,1,1,1,1,2,1,1856,2,NULL,3980,4820,NULL,401,41800,41800,41800,41800,33000,33000,41800,688,141,547,272,107,165,416,34,382,1,95,4,0,3831,630,Abilene Christian University,"Abilene, TX",41800,28350,1012
2,667,75,327,37,410,500,400,NULL,NULL,490,16,21,15,21,16,21,NULL,NULL,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,20,NULL,1,1,1,1,1,1,1324,2,NULL,8000,2700,NULL,436,25171,13188,13188,20856,7578,7578,17503,515,515,0,137,137,0,378,378,0,5,80,15,0,2350,1044,Abraham Baldwin Agricultural College,"Tifton, GA",17503,2846,987
-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,5,50,50,1,1,1,1,2,2,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,23800,23800,23800,12500,12500,NULL,118,16,102,0,0,0,118,16,102,5,11,84,0,0,144,Abraham Lincoln University,"Los Angeles, CA",NULL,7500,NULL
-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,40,NULL,1,1,1,1,2,2,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,30165,30165,30165,22965,22965,NULL,101,101,0,65,65,0,36,36,0,0,32,68,0,108,41,Academy College,"Minneapolis, MN",NULL,18111,9
-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,-2,1,156,1,156,1,156,1,100,100,1,1,1,1,2,1,1641,1,19,9800,3900,NULL,NULL,37828,36386,36386,36386,25226,25226,37828,8638,4234,4404,3663,1334,2329,4975,2900,2075,0,59,40,0,9038,6963,Academy of Art University,"San Francisco, CA",37828,18840,782
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,40,NULL,1,1,1,1,2,2,NULL,3,NULL,NULL,NULL,NULL,1,NULL,38589,38589,38589,25638,25638,NULL,5,5,0,2,2,0,3,3,0,0,76,24,0,14,7,Academy of Couture Art,"Beverly Hills, CA",NULL,19998,NULL
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,NULL,1,1,2,2,2,2,NULL,3,NULL,NULL,NULL,NULL,18,NULL,29876,29876,29876,17296,17296,NULL,11,11,0,11,11,0,0,0,0,0,74,26,0,43,0,Academy of Interactive Entertainment,"Seattle, WA",NULL,16000,NULL
-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,0,NULL,1,1,1,1,1,2,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,16766,16766,19447,7977,7977,NULL,641,641,0,443,443,0,198,198,0,30,47,23,0,1308,1524,Acadiana Technical College-Lafayette Campus,"Lafayette, LA",NULL,2656,506
-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,50,50,1,1,2,2,2,2,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,23843,23843,23843,15355,15355,NULL,157,24,133,133,0,133,24,24,0,0,31,69,0,138,35,Acupuncture and Massage College,"Miami, FL",NULL,9850,NULL
